country,year,iso_code,region,population,gdp,co2,co2_per_capita,co2_per_gdp,coal_co2,oil_co2,gas_co2,cement_co2,flaring_co2,other_co2
Oceania,1907,OWID_OCE,Oceania,7984444,32905990419,4.73,0.59,143.7428,2.2,1.26,0.99,0.16,0.08,0.04
Oceania,1908,OWID_OCE,Oceania,8361769,33985436185,4.82,0.58,141.8255,2.24,1.28,1.01,0.16,0.08,0.04
Oceania,1909,OWID_OCE,Oceania,8558087,34677472905,5.73,0.67,165.237,2.67,1.53,1.2,0.19,0.1,0.05
Oceania,1910,OWID_OCE,Oceania,8967194,33865804561,6.28,0.7,185.4378,2.93,1.67,1.32,0.21,0.1,0.05
Oceania,1911,OWID_OCE,Oceania,8893969,34683129478,6.34,0.71,182.7978,2.95,1.69,1.33,0.21,0.11,0.05
Oceania,1912,OWID_OCE,Oceania,9303545,32711400325,7.24,0.78,221.3296,3.37,1.93,1.52,0.24,0.12,0.06
Oceania,1913,OWID_OCE,Oceania,9570958,33565331213,7.59,0.79,226.1262,3.54,2.02,1.59,0.25,0.13,0.06
Oceania,1914,OWID_OCE,Oceania,9934051,33334297406,8.77,0.88,263.0924,4.08,2.33,1.84,0.29,0.15,0.07
Oceania,1915,OWID_OCE,Oceania,9815694,31864010413,9.44,0.96,296.259,4.4,2.51,1.98,0.31,0.16,0.08
Oceania,1916,OWID_OCE,Oceania,10247633,33690320680,9.79,0.96,290.5879,4.56,2.61,2.05,0.33,0.16,0.08
Oceania,1917,OWID_OCE,Oceania,10582715,34041106486,10.85,1.03,318.7323,5.06,2.89,2.28,0.36,0.18,0.09
Oceania,1918,OWID_OCE,Oceania,10538890,33807913255,12.06,1.14,356.7212,5.62,3.21,2.53,0.4,0.2,0.1
Oceania,1919,OWID_OCE,Oceania,11022437,34291537661,12.39,1.12,361.3136,5.77,3.3,2.6,0.41,0.21,0.1
Oceania,1920,OWID_OCE,Oceania,10852982,33738987420,13.07,1.2,387.3857,6.09,3.48,2.74,0.43,0.22,0.11
Oceania,1921,OWID_OCE,Oceania,11374456,32048613354,15.04,1.32,469.2871,7.01,4.0,3.15,0.5,0.25,0.13
Oceania,1922,OWID_OCE,Oceania,11669297,32215092506,15.1,1.29,468.7244,7.03,4.02,3.17,0.5,0.25,0.13
Oceania,1923,OWID_OCE,Oceania,11742131,33823189835,16.74,1.43,494.9267,7.8,4.46,3.51,0.56,0.28,0.14
Oceania,1924,OWID_OCE,Oceania,11835438,32746180293,19.33,1.63,590.2979,9.0,5.15,4.05,0.64,0.32,0.16
Oceania,1925,OWID_OCE,Oceania,11838053,32091811182,20.5,1.73,638.7922,9.55,5.46,4.3,0.68,0.34,0.17
Oceania,1926,OWID_OCE,Oceania,12454266,33264169191,21.2,1.7,637.3224,9.88,5.64,4.44,0.71,0.35,0.18
Oceania,1927,OWID_OCE,Oceania,12422348,33681980704,22.29,1.79,661.7782,10.38,5.93,4.67,0.74,0.37,0.19
Oceania,1928,OWID_OCE,Oceania,12385896,32926299061,24.57,1.98,746.212,11.45,6.54,5.15,0.82,0.41,0.2
Oceania,1929,OWID_OCE,Oceania,12905594,34238452902,26.25,2.03,766.6818,12.23,6.99,5.5,0.87,0.44,0.22
Oceania,1930,OWID_OCE,Oceania,12981618,33981631537,27.89,2.15,820.7375,12.99,7.42,5.85,0.93,0.46,0.23
Oceania,1931,OWID_OCE,Oceania,12974027,32939941510,32.59,2.51,989.3764,15.18,8.68,6.83,1.08,0.54,0.27
Oceania,1932,OWID_OCE,Oceania,13198513,34353822972,32.8,2.49,954.77,15.28,8.73,6.88,1.09,0.55,0.27
Oceania,1933,OWID_OCE,Oceania,13292912,33998128392,36.38,2.74,1070.0589,16.95,9.68,7.63,1.21,0.61,0.3
Oceania,1934,OWID_OCE,Oceania,13745185,33960442019,38.8,2.82,1142.5057,18.08,10.33,8.13,1.29,0.65,0.32
Oceania,1935,OWID_OCE,Oceania,13946533,33678982798,45.31,3.25,1345.3494,21.11,12.06,9.5,1.51,0.75,0.38
Oceania,1936,OWID_OCE,Oceania,14054857,31863155388,44.96,3.2,1411.0341,20.95,11.97,9.43,1.5,0.75,0.37
Oceania,1937,OWID_OCE,Oceania,14403442,34158299065,46.19,3.21,1352.2336,21.52,12.3,9.68,1.54,0.77,0.38
Oceania,1938,OWID_OCE,Oceania,14600898,33084740000,49.69,3.4,1501.9009,23.15,13.23,10.42,1.65,0.83,0.41
Oceania,1939,OWID_OCE,Oceania,14629090,34982742529,57.3,3.92,1637.9505,26.7,15.25,12.01,1.91,0.95,0.48
Oceania,1940,OWID_OCE,Oceania,14442067,34565248983,61.53,4.26,1780.1116,28.66,16.38,12.9,2.05,1.02,0.51
Oceania,1941,OWID_OCE,Oceania,15011595,33793776473,64.28,4.28,1902.1254,29.95,17.11,13.48,2.14,1.07,0.53
Oceania,1942,OWID_OCE,Oceania,15010807,32669809639,68.95,4.59,2110.5112,32.12,18.35,14.45,2.29,1.15,0.57
Oceania,1943,OWID_OCE,Oceania,15263883,32507453267,69.8,4.57,2147.1999,32.52,18.58,14.63,2.32,1.16,0.58
Oceania,1944,OWID_OCE,Oceania,15478332,32965289206,79.73,5.15,2418.6046,37.14,21.23,16.71,2.65,1.33,0.66
Oceania,1945,OWID_OCE,Oceania,15454949,33421502611,84.95,5.5,2541.7768,39.58,22.62,17.81,2.83,1.41,0.71
Oceania,1946,OWID_OCE,Oceania,15970609,32816819459,86.07,5.39,2622.7405,40.1,22.91,18.04,2.86,1.43,0.72
Oceania,1947,OWID_OCE,Oceania,15635603,33550013810,91.03,5.82,2713.2627,42.41,24.23,19.08,3.03,1.51,0.76
Oceania,1948,OWID_OCE,Oceania,16136255,32378990925,97.1,6.02,2998.8581,45.24,25.85,20.36,3.23,1.62,0.81
Oceania,1949,OWID_OCE,Oceania,15862849,35100337923,102.79,6.48,2928.4618,47.89,27.36,21.55,3.42,1.71,0.86
Oceania,1950,OWID_OCE,Oceania,16617689,32186547259,117.26,7.06,3643.137,54.63,31.22,24.58,3.9,1.95,0.98
Oceania,1951,OWID_OCE,Oceania,16239953,37749911524,117.14,7.21,3103.0536,54.57,31.18,24.56,3.9,1.95,0.97
Oceania,1952,OWID_OCE,Oceania,16380408,42799323517,124.9,7.62,2918.2704,58.19,33.25,26.19,4.16,2.08,1.04
Oceania,1953,OWID_OCE,Oceania,16691671,47581605011,130.43,7.81,2741.1854,60.77,34.72,27.35,4.34,2.17,1.09
Oceania,1954,OWID_OCE,Oceania,16870988,56231624809,153.39,9.09,2727.8244,71.46,40.83,32.16,5.1,2.55,1.28
Oceania,1955,OWID_OCE,Oceania,16913208,63133459865,159.32,9.42,2523.543,74.23,42.42,33.4,5.3,2.65,1.33
Oceania,1956,OWID_OCE,Oceania,17318650,73937453748,153.56,8.87,2076.8906,71.54,40.88,32.19,5.11,2.56,1.28
Oceania,1957,OWID_OCE,Oceania,17370475,81933630933,163.46,9.41,1995.0294,76.15,43.52,34.27,5.44,2.72,1.36
Oceania,1958,OWID_OCE,Oceania,17232598,92421299498,168.4,9.77,1822.0908,78.46,44.83,35.31,5.6,2.8,1.4
Oceania,1959,OWID_OCE,Oceania,17580828,106874322037,183.43,10.43,1716.315,85.46,48.83,38.46,6.1,3.05,1.53
Oceania,1960,OWID_OCE,Oceania,18078339,118443250171,178.91,9.9,1510.5124,83.35,47.63,37.51,5.95,2.98,1.49
Oceania,1961,OWID_OCE,Oceania,18140517,132569809683,204.8,11.29,1544.8465,95.41,54.52,42.94,6.82,3.41,1.7
Oceania,1962,OWID_OCE,Oceania,18313734,142092454646,208.87,11.41,1469.9584,97.31,55.61,43.79,6.95,3.48,1.74
Oceania,1963,OWID_OCE,Oceania,18441329,157316910667,228.43,12.39,1452.0372,106.42,60.81,47.89,7.6,3.8,1.9
Oceania,1964,OWID_OCE,Oceania,18302070,166995009110,213.92,11.69,1280.9964,99.66,56.95,44.85,7.12,3.56,1.78
Oceania,1965,OWID_OCE,Oceania,18288374,181102963990,242.39,13.25,1338.4099,112.93,64.53,50.82,8.07,4.03,2.02
Oceania,1966,OWID_OCE,Oceania,18559360,200392475648,250.25,13.48,1248.7994,116.59,66.62,52.46,8.33,4.16,2.08
Oceania,1967,OWID_OCE,Oceania,19123471,212383864863,235.26,12.3,1107.7113,109.6,62.63,49.32,7.83,3.91,1.96
Oceania,1968,OWID_OCE,Oceania,19380991,229230097577,252.22,13.01,1100.2918,117.51,67.15,52.88,8.39,4.2,2.1
Oceania,1969,OWID_OCE,Oceania,19152727,264033438538,251.16,13.11,951.2432,117.01,66.86,52.66,8.36,4.18,2.09
Oceania,1970,OWID_OCE,Oceania,18920246,261191972491,261.31,13.81,1000.4519,121.74,69.57,54.78,8.7,4.35,2.17
Oceania,1971,OWID_OCE,Oceania,19159527,296707977525,268.46,14.01,904.7954,125.07,71.47,56.28,8.93,4.47,2.23
Oceania,1972,OWID_OCE,Oceania,19440171,303685107380,286.75,14.75,944.2346,133.6,76.34,60.12,9.54,4.77,2.39
Oceania,1973,OWID_OCE,Oceania,19781010,342125934104,287.52,14.54,840.3923,133.95,76.54,60.28,9.57,4.78,2.39
Oceania,1974,OWID_OCE,Oceania,19520453,348882442476,316.15,16.2,906.1792,147.29,84.17,66.28,10.52,5.26,2.63
Oceania,1975,OWID_OCE,Oceania,20350962,362174125041,287.74,14.14,794.4797,134.06,76.6,60.33,9.58,4.79,2.39
Oceania,1976,OWID_OCE,Oceania,20025509,390394167197,330.02,16.48,845.3507,153.75,87.86,69.19,10.98,5.49,2.75
Oceania,1977,OWID_OCE,Oceania,20605995,405608432937,303.22,14.72,747.5683,141.27,80.72,63.57,10.09,5.05,2.52
Oceania,1978,OWID_OCE,Oceania,20637193,434363251867,332.7,16.12,765.9488,155.0,88.57,69.75,11.07,5.54,2.77
Oceania,1979,OWID_OCE,Oceania,20754330,435637883897,318.21,15.33,730.4461,148.25,84.72,66.71,10.59,5.29,2.65
Oceania,1980,OWID_OCE,Oceania,20768403,498599916966,313.88,15.11,629.5228,146.23,83.56,65.81,10.45,5.22,2.61
Oceania,1981,OWID_OCE,Oceania,20920885,493549072103,351.76,16.81,712.7154,163.88,93.65,73.75,11.71,5.85,2.93
Oceania,1982,OWID_OCE,Oceania,21065668,511980331016,330.24,15.68,645.0248,153.86,87.92,69.23,10.99,5.49,2.75
Oceania,1983,OWID_OCE,Oceania,21192788,554257339945,351.06,16.57,633.3881,163.55,93.46,73.6,11.68,5.84,2.92
Oceania,1984,OWID_OCE,Oceania,21263551,558467151099,350.52,16.48,627.6466,163.3,93.32,73.49,11.66,5.83,2.92
Oceania,1985,OWID_OCE,Oceania,21766617,609503044251,349.54,16.06,573.4836,162.85,93.05,73.28,11.63,5.82,2.91
Oceania,1986,OWID_OCE,Oceania,21683594,611050762990,354.14,16.33,579.5591,164.99,94.28,74.25,11.78,5.89,2.95
Oceania,1987,OWID_OCE,Oceania,21855749,652218991061,369.18,16.89,566.0369,172.0,98.28,77.4,12.29,6.14,3.07
Oceania,1988,OWID_OCE,Oceania,22072160,636865262449,339.76,15.39,533.488,158.29,90.45,71.23,11.31,5.65,2.83
Oceania,1989,OWID_OCE,Oceania,21630688,711702932371,371.94,17.2,522.6057,173.28,99.02,77.98,12.38,6.19,3.09
Oceania,1990,OWID_OCE,Oceania,21644095,730035211508,386.31,17.85,529.1663,179.98,102.84,80.99,12.86,6.43,3.21
Oceania,1991,OWID_OCE,Oceania,22125905,717571104576,345.67,15.62,481.7223,161.05,92.03,72.47,11.5,5.75,2.88
Oceania,1992,OWID_OCE,Oceania,22283700,737704777361,352.13,15.8,477.3319,164.06,93.75,73.82,11.72,5.86,2.93
Oceania,1993,OWID_OCE,Oceania,22695792,776575209623,384.24,16.93,494.7879,179.01,102.29,80.56,12.79,6.39,3.2
Oceania,1994,OWID_OCE,Oceania,22479433,856617545770,371.63,16.53,433.8342,173.14,98.94,77.91,12.37,6.18,3.09
Oceania,1995,OWID_OCE,Oceania,22723162,824037416592,371.7,16.36,451.0718,173.17,98.95,77.93,12.37,6.18,3.09
Oceania,1996,OWID_OCE,Oceania,22812062,867935627874,359.28,15.75,413.9477,167.38,95.65,75.32,11.96,5.98,2.99
Oceania,1997,OWID_OCE,Oceania,22492137,856980284922,380.48,16.92,443.9775,177.26,101.29,79.77,12.66,6.33,3.17
Oceania,1998,OWID_OCE,Oceania,23149271,917492217417,361.66,15.62,394.1832,168.49,96.28,75.82,12.04,6.02,3.01
Oceania,1999,OWID_OCE,Oceania,23474366,961898516415,381.75,16.26,396.8714,177.85,101.63,80.03,12.7,6.35,3.18
Oceania,2000,OWID_OCE,Oceania,22978032,1028004313021,398.47,17.34,387.6151,185.64,106.08,83.54,13.26,6.63,3.32
Oceania,2001,OWID_OCE,Oceania,23512078,1013776239069,372.43,15.84,367.369,173.51,99.15,78.08,12.39,6.2,3.1
Oceania,2002,OWID_OCE,Oceania,23637991,1074224107140,385.54,16.31,358.9009,179.62,102.64,80.83,12.83,6.41,3.21
Oceania,2003,OWID_OCE,Oceania,23357531,1075250431483,414.3,17.74,385.3056,193.02,110.3,86.86,13.79,6.89,3.45
Oceania,2004,OWID_OCE,Oceania,23442459,1049186317865,398.71,17.01,380.0183,185.75,106.14,83.59,13.27,6.63,3.32
Oceania,2005,OWID_OCE,Oceania,24385382,1108544804603,408.04,16.73,368.0862,190.1,108.63,85.55,13.58,6.79,3.39
Oceania,2006,OWID_OCE,Oceania,23948372,1168222851579,385.59,16.1,330.0654,179.64,102.65,80.84,12.83,6.42,3.21
Oceania,2007,OWID_OCE,Oceania,23911344,1243366874261,405.65,16.96,326.2513,188.99,107.99,85.05,13.5,6.75,3.37
Oceania,2008,OWID_OCE,Oceania,23979430,1264143347718,366.49,15.28,289.9117,170.74,97.57,76.83,12.2,6.1,3.05
Oceania,2009,OWID_OCE,Oceania,24586236,1217156903201,371.62,15.11,305.3181,173.13,98.93,77.91,12.37,6.18,3.09
Oceania,2010,OWID_OCE,Oceania,24653241,1246342963245,376.59,15.28,302.156,175.45,100.26,78.95,12.53,6.27,3.13
Oceania,2011,OWID_OCE,Oceania,24810376,1274326057349,388.07,15.64,304.5296,180.8,103.31,81.36,12.91,6.46,3.23
Oceania,2012,OWID_OCE,Oceania,24382781,1402019309828,413.04,16.94,294.6036,192.43,109.96,86.6,13.75,6.87,3.44
Oceania,2013,OWID_OCE,Oceania,25305794,1425611116892,385.95,15.25,270.726,179.81,102.75,80.92,12.84,6.42,3.21
Oceania,2014,OWID_OCE,Oceania,24924686,1447898708507,403.42,16.19,278.6245,187.95,107.4,84.58,13.43,6.71,3.36
Oceania,2015,OWID_OCE,Oceania,24969411,1426068308469,406.86,16.29,285.3019,189.55,108.31,85.3,13.54,6.77,3.38
Oceania,2016,OWID_OCE,Oceania,25240478,1474794328488,400.41,15.86,271.5023,186.55,106.6,83.95,13.32,6.66,3.33
Oceania,2017,OWID_OCE,Oceania,25287853,1501639014434,388.07,15.35,258.431,180.8,103.31,81.36,12.91,6.46,3.23
Oceania,2018,OWID_OCE,Oceania,25891384,1502146382916,400.57,15.47,266.6651,186.62,106.64,83.98,13.33,6.67,3.33
Oceania,2019,OWID_OCE,Oceania,26080893,1574273629004,387.83,14.87,246.3549,180.68,103.25,81.31,12.91,6.45,3.23
Oceania,2020,OWID_OCE,Oceania,25558193,1531628335265,373.73,14.62,244.0083,174.12,99.5,78.35,12.44,6.22,3.11
Oceania,2021,OWID_OCE,Oceania,26257262,1580504089627,424.49,16.17,268.5789,197.77,113.01,89.0,14.13,7.06,3.53
Oceania,2022,OWID_OCE,Oceania,26292784,1739753757358,376.58,14.32,216.4559,175.45,100.26,78.95,12.53,6.27,3.13
Oceania,2023,OWID_OCE,Oceania,26569292,1752336420968,373.73,14.07,213.2753,174.12,99.5,78.35,12.44,6.22,3.11
Pakistan,1950,PAK,Asia,45758698,7654846132,1.55,0.03,202.5271,0.62,0.5,0.33,0.06,0.03,0.02
Pakistan,1951,PAK,Asia,55485513,8099173228,1.78,0.03,220.2222,0.71,0.57,0.37,0.07,0.04,0.02
Pakistan,1952,PAK,Asia,60799594,9122501939,1.98,0.03,217.3719,0.79,0.63,0.42,0.08,0.04,0.02
Pakistan,1953,PAK,Asia,65298249,10521833904,2.18,0.03,206.9462,0.87,0.7,0.46,0.09,0.04,0.02
Pakistan,1954,PAK,Asia,69964980,12517978622,2.69,0.04,215.2377,1.08,0.86,0.57,0.11,0.05,0.03
Pakistan,1955,PAK,Asia,73377513,14255839358,2.84,0.04,199.4643,1.14,0.91,0.6,0.11,0.06,0.03
Pakistan,1956,PAK,Asia,79297666,16956278176,3.39,0.04,199.8235,1.36,1.08,0.71,0.14,0.07,0.03
Pakistan,1957,PAK,Asia,82326491,19390559842,3.63,0.04,187.4463,1.45,1.16,0.76,0.15,0.07,0.04
Pakistan,1958,PAK,Asia,84500577,20470069138,4.67,0.06,228.3007,1.87,1.5,0.98,0.19,0.09,0.05
Pakistan,1959,PAK,Asia,88133335,22938735413,4.8,0.05,209.2876,1.92,1.54,1.01,0.19,0.1,0.05
Pakistan,1960,PAK,Asia,91133176,26939604662,5.57,0.06,206.5898,2.23,1.78,1.17,0.22,0.11,0.06
Pakistan,1961,PAK,Asia,96238617,28937266395,6.68,0.07,230.8021,2.67,2.14,1.4,0.27,0.13,0.07
Pakistan,1962,PAK,Asia,97316842,31022819407,7.86,0.08,253.3014,3.14,2.51,1.65,0.31,0.16,0.08
Pakistan,1963,PAK,Asia,102997947,37181249386,8.81,0.09,236.8752,3.52,2.82,1.85,0.35,0.18,0.09
Pakistan,1964,PAK,Asia,102917335,38045984750,9.52,0.09,250.332,3.81,3.05,2.0,0.38,0.19,0.1
Pakistan,1965,PAK,Asia,106754758,44386005942,10.5,0.1,236.6691,4.2,3.36,2.21,0.42,0.21,0.11
Pakistan,1966,PAK,Asia,112413809,47123520143,13.34,0.12,283.1228,5.34,4.27,2.8,0.53,0.27,0.13
Pakistan,1967,PAK,Asia,114471564,51103376731,15.67,0.14,306.5438,6.27,5.01,3.29,0.63,0.31,0.16
Pakistan,1968,PAK,Asia,114240816,51980430694,17.41,0.15,334.9893,6.97,5.57,3.66,0.7,0.35,0.17
Pakistan,1969,PAK,Asia,120454804,55943544445,18.86,0.16,337.0439,7.54,6.03,3.96,0.75,0.38,0.19
Pakistan,1970,PAK,Asia,121552043,61596839074,22.73,0.19,368.9455,9.09,7.27,4.77,0.91,0.45,0.23
Pakistan,1971,PAK,Asia,125927939,63412447166,24.05,0.19,379.3034,9.62,7.7,5.05,0.96,0.48,0.24
Pakistan,1972,PAK,Asia,127297920,68399826714,27.63,0.22,403.969,11.05,8.84,5.8,1.11,0.55,0.28
Pakistan,1973,PAK,Asia,130274693,72726335822,30.96,0.24,425.6959,12.38,9.91,6.5,1.24,0.62,0.31
Pakistan,1974,PAK,Asia,134450660,75764350174,34.69,0.26,457.932,13.88,11.1,7.29,1.39,0.69,0.35
Pakistan,1975,PAK,Asia,132892479,80467599196,40.74,0.31,506.3107,16.3,13.04,8.56,1.63,0.81,0.41
Pakistan,1976,PAK,Asia,137461956,90004708506,44.07,0.32,489.6777,17.63,14.1,9.26,1.76,0.88,0.44
Pakistan,1977,PAK,Asia,138987816,89071244870,47.74,0.34,535.9402,19.09,15.28,10.02,1.91,0.95,0.48
Pakistan,1978,PAK,Asia,138998241,92313472068,52.64,0.38,570.2446,21.06,16.85,11.05,2.11,1.05,0.53
Pakistan,1979,PAK,Asia,141183250,103027289522,56.47,0.4,548.0979,22.59,18.07,11.86,2.26,1.13,0.56
Pakistan,1980,PAK,Asia,144098971,111700526733,67.42,0.47,603.607,26.97,21.58,14.16,2.7,1.35,0.67
Pakistan,1981,PAK,Asia,149538978,109737655172,70.5,0.47,642.4406,28.2,22.56,14.8,2.82,1.41,0.7
Pakistan,1982,PAK,Asia,151360409,112248999563,76.26,0.5,679.3444,30.5,24.4,16.01,3.05,1.53,0.76
Pakistan,1983,PAK,Asia,153563273,122714531356,89.29,0.58,727.6374,35.72,28.57,18.75,3.57,1.79,0.89
Pakistan,1984,PAK,Asia,152584272,132257599637,97.23,0.64,735.1201,38.89,31.11,20.42,3.89,1.94,0.97
Pakistan,1985,PAK,Asia,157542777,136168179548,105.99,0.67,778.356,42.39,33.92,22.26,4.24,2.12,1.06
Pakistan,1986,PAK,Asia,162674612,139485589607,110.06,0.68,789.0068,44.02,35.22,23.11,4.4,2.2,1.1
Pakistan,1987,PAK,Asia,161496330,140613541734,124.12,0.77,882.6733,49.65,39.72,26.06,4.96,2.48,1.24
Pakistan,1988,PAK,Asia,165166869,149426406055,132.83,0.8,888.9145,53.13,42.5,27.89,5.31,2.66,1.33
Pakistan,1989,PAK,Asia,168377267,148104852956,138.3,0.82,933.7737,55.32,44.25,29.04,5.53,2.77,1.38
Pakistan,1990,PAK,Asia,170580310,162967617122,142.45,0.84,874.0809,56.98,45.58,29.91,5.7,2.85,1.42
Pakistan,1991,PAK,Asia,170931686,169593562032,142.7,0.83,841.4121,57.08,45.66,29.97,5.71,2.85,1.43
Pakistan,1992,PAK,Asia,175395455,179672273945,163.72,0.93,911.2235,65.49,52.39,34.38,6.55,3.27,1.64
Pakistan,1993,PAK,Asia,174263648,173331130986,154.58,0.89,891.7973,61.83,49.46,32.46,6.18,3.09,1.55
Pakistan,1994,PAK,Asia,179867720,174714161808,158.62,0.88,907.9055,63.45,50.76,33.31,6.34,3.17,1.59
Pakistan,1995,PAK,Asia,177327747,190452818661,169.62,0.96,890.62,67.85,54.28,35.62,6.78,3.39,1.7
Pakistan,1996,PAK,Asia,179658145,199737363802,165.17,0.92,826.9166,66.07,52.85,34.68,6.61,3.3,1.65
Pakistan,1997,PAK,Asia,180023563,207722056857,192.88,1.07,928.5458,77.15,61.72,40.5,7.72,3.86,1.93
Pakistan,1998,PAK,Asia,187526815,201721963817,187.34,1.0,928.7032,74.94,59.95,39.34,7.49,3.75,1.87
Pakistan,1999,PAK,Asia,186736703,209287698111,190.45,1.02,909.9805,76.18,60.94,39.99,7.62,3.81,1.9
Pakistan,2000,PAK,Asia,187316873,221038698940,196.66,1.05,889.7205,78.67,62.93,41.3,7.87,3.93,1.97
Pakistan,2001,PAK,Asia,189314086,223341265703,195.56,1.03,875.6038,78.22,62.58,41.07,7.82,3.91,1.96
Pakistan,2002,PAK,Asia,196458315,242106804158,185.49,0.94,766.136,74.19,59.36,38.95,7.42,3.71,1.85
Pakistan,2003,PAK,Asia,197938021,239607087133,204.2,1.03,852.2285,81.68,65.34,42.88,8.17,4.08,2.04
Pakistan,2004,PAK,Asia,197715627,254250022636,209.46,1.06,823.8516,83.79,67.03,43.99,8.38,4.19,2.09
Pakistan,2005,PAK,Asia,200171781,255577635487,202.94,1.01,794.0361,81.18,64.94,42.62,8.12,4.06,2.03
Pakistan,2006,PAK,Asia,200982370,267381335591,214.58,1.07,802.5343,85.83,68.67,45.06,8.58,4.29,2.15
Pakistan,2007,PAK,Asia,202241006,262604973784,200.73,0.99,764.3778,80.29,64.23,42.15,8.03,4.01,2.01
Pakistan,2008,PAK,Asia,208450898,283012706131,201.91,0.97,713.4176,80.76,64.61,42.4,8.08,4.04,2.02
Pakistan,2009,PAK,Asia,203856162,274522488184,201.32,0.99,733.345,80.53,64.42,42.28,8.05,4.03,2.01
Pakistan,2010,PAK,Asia,208176554,289159105605,208.62,1.0,721.4551,83.45,66.76,43.81,8.34,4.17,2.09
Pakistan,2011,PAK,Asia,209440492,286436109571,223.74,1.07,781.121,89.5,71.6,46.99,8.95,4.47,2.24
Pakistan,2012,PAK,Asia,212618789,301224989911,224.05,1.05,743.7815,89.62,71.69,47.05,8.96,4.48,2.24
Pakistan,2013,PAK,Asia,214145569,303495793128,211.42,0.99,696.6123,84.57,67.65,44.4,8.46,4.23,2.11
Pakistan,2014,PAK,Asia,216538270,308945811126,218.28,1.01,706.5224,87.31,69.85,45.84,8.73,4.37,2.18
Pakistan,2015,PAK,Asia,215088491,338702641834,222.83,1.04,657.8976,89.13,71.31,46.79,8.91,4.46,2.23
Pakistan,2016,PAK,Asia,220195825,319664744109,208.79,0.95,653.1596,83.52,66.81,43.85,8.35,4.18,2.09
Pakistan,2017,PAK,Asia,219633658,348010938280,206.99,0.94,594.7681,82.79,66.24,43.47,8.28,4.14,2.07
Pakistan,2018,PAK,Asia,220926696,362462585651,231.82,1.05,639.5644,92.73,74.18,48.68,9.27,4.64,2.32
Pakistan,2019,PAK,Asia,221649176,336253952413,221.36,1.0,658.3069,88.54,70.83,46.49,8.85,4.43,2.21
Pakistan,2020,PAK,Asia,229780510,367933775175,232.76,1.01,632.6061,93.1,74.48,48.88,9.31,4.66,2.33
Pakistan,2021,PAK,Asia,228534356,359248555562,213.35,0.93,593.8817,85.34,68.27,44.8,8.53,4.27,2.13
Pakistan,2022,PAK,Asia,232170188,358722342195,224.74,0.97,626.4987,89.9,71.92,47.2,8.99,4.49,2.25
Pakistan,2023,PAK,Asia,234912231,379977101860,210.22,0.89,553.2528,84.09,67.27,44.15,8.41,4.2,2.1
Philippines,1960,PHL,Asia,23587300,29286408306,1.05,0.04,36.0025,0.42,0.34,0.22,0.04,0.02,0.01
Philippines,1961,PHL,Asia,28239546,30567666778,1.26,0.04,41.1988,0.5,0.4,0.26,0.05,0.03,0.01
Philippines,1962,PHL,Asia,32022606,33501320881,1.34,0.04,40.0796,0.54,0.43,0.28,0.05,0.03,0.01
Philippines,1963,PHL,Asia,33652864,40286309427,1.67,0.05,41.4458,0.67,0.53,0.35,0.07,0.03,0.02
Philippines,1964,PHL,Asia,36336081,43947546119,1.8,0.05,40.9538,0.72,0.58,0.38,0.07,0.04,0.02
Philippines,1965,PHL,Asia,38392752,43718268800,2.2,0.06,50.3482,0.88,0.7,0.46,0.09,0.04,0.02
Philippines,1966,PHL,Asia,41012006,49274008501,2.74,0.07,55.6301,1.1,0.88,0.58,0.11,0.05,0.03
Philippines,1967,PHL,Asia,44065695,51824950901,3.01,0.07,57.9874,1.2,0.96,0.63,0.12,0.06,0.03
Philippines,1968,PHL,Asia,44601970,57485630573,3.63,0.08,63.1593,1.45,1.16,0.76,0.15,0.07,0.04
Philippines,1969,PHL,Asia,47436019,63789802228,4.2,0.09,65.7969,1.68,1.34,0.88,0.17,0.08,0.04
Philippines,1970,PHL,Asia,48979396,69019370687,5.01,0.1,72.5217,2.0,1.6,1.05,0.2,0.1,0.05
Philippines,1971,PHL,Asia,51751793,71390264260,6.11,0.12,85.5904,2.44,1.96,1.28,0.24,0.12,0.06
Philippines,1972,PHL,Asia,51802669,73856751775,6.27,0.12,84.9372,2.51,2.01,1.32,0.25,0.13,0.06
Philippines,1973,PHL,Asia,53665589,80384703306,7.88,0.15,98.0274,3.15,2.52,1.65,0.32,0.16,0.08
Philippines,1974,PHL,Asia,54893572,82690483550,9.54,0.17,115.4077,3.82,3.05,2.0,0.38,0.19,0.1
Philippines,1975,PHL,Asia,57414562,92737250316,10.53,0.18,113.5644,4.21,3.37,2.21,0.42,0.21,0.11
Philippines,1976,PHL,Asia,58629184,97476522465,11.53,0.2,118.3167,4.61,3.69,2.42,0.46,0.23,0.12
Philippines,1977,PHL,Asia,61611871,99575423657,14.32,0.23,143.7981,5.73,4.58,3.01,0.57,0.29,0.14
Philippines,1978,PHL,Asia,62506202,102272690265,16.03,0.26,156.6966,6.41,5.13,3.37,0.64,0.32,0.16
Philippines,1979,PHL,Asia,64041912,107027908912,18.01,0.28,168.2519,7.2,5.76,3.78,0.72,0.36,0.18
Philippines,1980,PHL,Asia,65316692,109220104187,22.82,0.35,208.9012,9.13,7.3,4.79,0.91,0.46,0.23
Philippines,1981,PHL,Asia,65604953,123721690721,25.0,0.38,202.0929,10.0,8.0,5.25,1.0,0.5,0.25
